V,Rinit,Rfinal,dR,dw,w
2.055,1162574404.762,2322795391.342,1160220986.58,-0.6860113054062119,0.9308710416397235
-0.83,2322795391.342,1992568714.978,-330226676.364,0.1139226712085257,0.24485973623351157
0.267,1992568714.977,1982406145.459,-10162569.518,0.004107899933276926,0.35878240744243944
-2.231,1982406145.459,1135537790.698,-846868354.761,0.600681070727476,0.36289030737571637
1.648,1135537790.698,1917701826.132,782164035.434,-0.5735053028266517,0.9635713781031924
0.57,1917701826.132,1898945705.345,-18756120.787,0.008223783347410252,0.39006607527654064
-1.137,1898945705.344,1338267077.96,-560678627.384,0.35227427407226175,0.3982898586243937
-2.649,1338267077.961,1117153047.175,-221114030.786,0.23614736387414192,0.7505641326957639
2.663,1117153047.175,2421030523.748,1303877476.573,-0.769743646445645,0.9867114965699059
-2.102,2421030523.748,1132328109.055,-1288702414.693,0.7505892806592868,0.21696785012426092
2.819,1132328109.055,2487017767.255,1354689658.2,-0.7680878725727885,0.9675571307835477
-1.192,2487017767.255,1430819859.7800002,-1056197907.475,0.47391856769903073,0.19946925821075914
-0.474,1430819859.78,1429459735.693,-1360124.087,0.001061802917590171,0.6733878259097901
2.583,1429459735.693,2479726684.525,1050266948.832,-0.47309267663303917,0.6744496288273802
0.428,2479726684.525,2459281975.738,-20444708.787,0.005352923730244041,0.20135695219434108
0.099,2459281975.738,2445268771.717,-14013204.021,0.0037207011252520517,0.20670987592458512
-1.316,2445268771.717,1348154040.081,-1097114731.636,0.5313836609279748,0.21043057704983717
-0.178,1348154040.081,1345727483.456,-2426556.625,0.0021355810559787747,0.741814237977812
1.525,1345727483.456,2001764555.456,656037072.0,-0.3888485944880424,0.7439498190337908
-1.786,2001764555.456,1167961644.14,-833802911.316,0.569434925251832,0.3551012245457484
2.527,1167961644.14,2461282488.16,1293320844.02,-0.7183539819395324,0.9245361497975804
2.476,2461282488.16,2584067800.771,122785312.611,-0.030825016874983346,0.20618216785804805
-0.615,2584067800.771,2473199788.789,-110868011.982,0.027699085053124545,0.1753571509830647
1.992,2473199788.789,2545520266.16,72320477.371,-0.01834204663711214,0.20305623603618925
-2.14,2545520266.16,1139237622.1839998,-1406282643.976,0.7742906378106892,0.1847141893990771
-1.052,1139237622.183,1132736947.3300002,-6500674.853,0.008043356686749714,0.9590048272109963
0.649,1132736947.331,1141461298.755,8724351.424,-0.010773707045238834,0.9670481838965016
-0.314,1141461298.755,1141572384.6790001,111085.924,-0.00013611834342552864,0.9562744768512628
2.849,1141572384.679,2483019252.09,1341446867.411,-0.7556352395617537,0.9561383585078372
0.046,2483019252.09,2468325216.657,-14694035.433,0.0038280789391795245,0.2005031189460835
0.138,2468325216.657,2457194142.295,-11131074.362,0.0029303365475180088,0.20433119788526302
-0.878,2457194142.295,2029128134.369,-428066007.926,0.13708314755094034,0.20726153443278103
2.082,2029128134.369,2491687108.883,462558974.514,-0.14607853429664996,0.34434468198372137
-2.311,2491687108.883,1136722091.3409998,-1354965017.542,0.7638402617301076,0.1982661476870714
0.356,1136722091.341,1140169600.2280002,3447508.887,-0.0042472116699430185,0.9621064094171786
-2.479,1140169600.228,1118727782.7649999,-21441817.463,0.026840461717109965,0.9578591977472359
-0.158,1118727782.765,1119526216.505,798433.74,-0.0010178937745388694,0.9846996594643459
2.277,1119526216.505,2387777444.815,1268251228.31,-0.757529320329769,0.983681765689807
1.939,2387777444.815,2466150542.46,78373097.645,-0.02125082778708981,0.22615244536003803
-0.055,2466150542.461,2446873782.298,-19276760.163,0.005100645743908894,0.2049016175726857
1.219,2446873782.298,2456255622.523,9381840.225,-0.002492442637779896,0.2100022633165946
-0.227,2456255622.523,2444681442.7289996,-11574179.794,0.003077631764380917,0.2075098206788147
0.463,2444681442.729,2441263207.234,-3418235.495,0.0009145077007177149,0.2105874524431955
-0.449,2441263207.234,2434234588.4040003,-7028618.83,0.0018884923317869229,0.2115019601439132
2.067,2434234588.404,2502281768.187,68047179.783,-0.017837490664316002,0.2133904524757002
-0.554,2502281768.187,2439254929.581,-63026838.606,0.016487484097999938,0.1955529618113842
0.688,2439254929.582,2433776929.7419996,-5477999.84,0.0014733513413942578,0.21204044590911578
-0.799,2433776929.742,2173382690.855,-260394238.887,0.0786025555917147,0.21351379725050995
-0.448,2173382690.854,2171539692.217,-1842998.637,0.0006235098333097211,0.29211635284256265
1.708,2171539692.217,2386099538.529,214559846.312,-0.06611719030987265,0.2927398626758724
1.722,2386099538.528,2405524527.63,19424989.102,-0.005403618831963136,0.22662267236628014
-2.83,2405524527.63,1131471308.716,-1274053218.914,0.7474058677780275,0.221219053534317
-1.9,1131471308.716,1116111912.5410001,-15359396.175,0.01941981651589053,0.9686249213123446
-2.544,1116111912.541,1110509585.0849998,-5602327.456,0.0072170664466088,0.9880447378282354
0.463,1110509585.086,1114829687.4689999,4320102.383,-0.005571671098428044,0.9952618042735493
1.955,1114829687.469,2214570879.833,1099741192.364,-0.7112375073488811,0.9896901331751209
